id,entidad,descripcion,monto,tipo,fecha
324,Ministerio del Interior,Adquisición de equipos de cómputo,112771.62,Educación,2025-03-13
325,Ministerio de Educación,Impresión de materiales escolares,19819.48,Seguridad,2025-03-15
326,SUNAT,Recolección de residuos sólidos,13574.34,Servicios,2025-02-03
327,Municipalidad,Compra de equipos médicos de diagnóstico,84743.33,Salud,2024-11-06
328,EsSalud,Impresión de materiales escolares,73749.88,Salud,2025-06-04
329,Ministerio de Agricultura,Desarrollo de software educativo,68723.59,Seguridad,2025-02-03
330,Gobierno Regional,Compra de equipos médicos de diagnóstico,68850.37,Infraestructura,2025-06-13
331,SUNAT,Recolección de residuos sólidos,49632.6,Seguridad,2025-01-09
332,Gobierno Local,Desarrollo de software educativo,23082.37,Educación,2024-10-16
333,Gobierno Local,Recolección de residuos sólidos,52274.14,Salud,2024-09-09
334,EsSalud,Recolección de residuos sólidos,29685.15,Infraestructura,2024-09-10
335,Ministerio de Educación,Catering para evento institucional,79253.59,Servicios,2025-04-16
336,Ministerio de Salud,Adquisición de equipos de cómputo,45588.28,Educación,2025-01-18
337,Gobierno Regional,Recolección de residuos sólidos,25235.08,Salud,2024-12-19
338,Ministerio de Salud,Compra de luminarias LED para parques,40358.42,Servicios,2025-01-15
339,Gobierno Regional,Instalación de cámaras de videovigilancia,62387.94,Tecnología,2025-01-10
340,SUNAT,Mantenimiento de carreteras nacionales,33088.26,Tecnología,2025-02-01
341,Ministerio de Salud,Contratación de servicios de limpieza,25333.39,Servicios,2025-07-05
342,SUNAT,Consultoría para diseño de puente,57310.62,Ambiental,2025-05-14
343,Ministerio de Educación,Catering para evento institucional,57349.0,Salud,2024-08-25
344,Municipalidad,Capacitación a personal administrativo,34791.7,Ambiental,2025-04-22
345,Ministerio de Transporte,Capacitación a personal administrativo,35868.85,Salud,2025-04-14
346,Ministerio del Interior,Consultoría para diseño de puente,56961.5,Salud,2025-04-11
347,Gobierno Local,Instalación de cámaras de videovigilancia,6557.47,Seguridad,2024-09-11
348,Ministerio de Salud,Catering para evento institucional,7776.09,Infraestructura,2024-08-27
349,Gobierno Local,Recolección de residuos sólidos,28446.67,Salud,2025-01-07
350,EsSalud,Mantenimiento de carreteras nacionales,43596.59,Educación,2025-05-13
351,Ministerio del Interior,Contratación de servicios de limpieza,59327.23,Educación,2024-12-13
352,Gobierno Local,Compra de equipos médicos de diagnóstico,94260.69,Tecnología,2025-06-10
353,Ministerio de Agricultura,Adquisición de uniformes policiales,75729.79,Ambiental,2025-07-04
354,SUNAT,Recolección de residuos sólidos,45201.84,Tecnología,2024-09-15
355,Gobierno Local,Adquisición de uniformes policiales,49429.51,Servicios,2024-11-08
356,Gobierno Local,Contratación de servicios de limpieza,19924.12,Salud,2024-10-17
357,Gobierno Local,Adquisición de equipos de cómputo,49444.61,Salud,2024-10-16
358,EsSalud,Instalación de cámaras de videovigilancia,41340.24,Infraestructura,2025-02-28
359,Municipalidad,Instalación de cámaras de videovigilancia,59681.56,Salud,2025-01-25
360,Gobierno Regional,Compra de equipos médicos de diagnóstico,25183.07,Infraestructura,2024-09-27
361,Ministerio de Agricultura,Mantenimiento de carreteras nacionales,65580.4,Infraestructura,2025-01-14
362,Ministerio de Salud,Adquisición de uniformes policiales,95982.17,Ambiental,2024-10-14
363,Gobierno Local,Consultoría para diseño de puente,46737.2,Servicios,2024-11-20
364,Ministerio de Salud,Compra de equipos médicos de diagnóstico,62051.35,Servicios,2025-01-30
365,Municipalidad,Adquisición de equipos de cómputo,70704.32,Tecnología,2024-11-09
366,SUNAT,Mantenimiento de carreteras nacionales,37963.39,Seguridad,2025-07-09
367,EsSalud,Mejoramiento de sistemas de riego agrícola,56722.77,Servicios,2025-07-28
368,Gobierno Local,Instalación de cámaras de videovigilancia,50377.77,Tecnología,2024-09-02
369,EsSalud,Adquisición de uniformes policiales,52930.28,Salud,2025-01-23
370,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,26809.71,Seguridad,2025-06-13
371,Gobierno Regional,Mejoramiento de sistemas de riego agrícola,50735.31,Servicios,2025-07-04
372,Gobierno Regional,Mantenimiento de carreteras nacionales,64939.95,Salud,2025-07-02
373,Gobierno Regional,Desarrollo de software educativo,93534.31,Servicios,2025-03-05
374,Gobierno Local,Adquisición de equipos de cómputo,78778.12,Tecnología,2024-09-11
375,Gobierno Local,Mejoramiento de sistemas de riego agrícola,114595.47,Servicios,2024-08-23
376,SUNAT,Mantenimiento de carreteras nacionales,26979.57,Ambiental,2025-04-14
377,Municipalidad,Adquisición de equipos de cómputo,76169.62,Ambiental,2025-03-01
378,Municipalidad,Compra de luminarias LED para parques,55500.26,Educación,2025-06-24
379,SUNAT,Consultoría para diseño de puente,115694.09,Salud,2024-08-09
380,Gobierno Local,Adquisición de medicamentos para hospitales,25751.05,Ambiental,2024-09-09
381,Ministerio de Educación,Contratación de servicios de limpieza,24808.34,Servicios,2025-07-29
382,Ministerio de Salud,Mantenimiento de carreteras nacionales,32018.22,Infraestructura,2025-05-23
383,Gobierno Local,Contratación de servicios de limpieza,1000.0,Salud,2025-06-29
384,Municipalidad,Contratación de servicios de limpieza,34227.35,Salud,2024-11-03
385,Gobierno Regional,Consultoría para diseño de puente,27226.02,Educación,2024-10-07
386,SUNAT,Mejoramiento de sistemas de riego agrícola,54511.81,Servicios,2025-01-08
387,Gobierno Regional,Contratación de servicios de limpieza,60252.68,Ambiental,2025-02-08
388,SUNAT,Mantenimiento de carreteras nacionales,106285.13,Ambiental,2025-02-06
389,Ministerio de Educación,Adquisición de uniformes policiales,78512.72,Servicios,2024-10-26
390,Ministerio de Educación,Instalación de cámaras de videovigilancia,32692.89,Salud,2025-07-05
391,Gobierno Regional,Impresión de materiales escolares,23047.56,Ambiental,2025-01-06
392,SUNAT,Recolección de residuos sólidos,64757.58,Seguridad,2025-07-20
393,Ministerio del Interior,Capacitación a personal administrativo,10393.0,Tecnología,2024-08-26
394,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,104943.76,Ambiental,2024-10-06
395,Ministerio de Transporte,Impresión de materiales escolares,85383.2,Servicios,2024-12-29
396,Ministerio de Educación,Mantenimiento de carreteras nacionales,35924.73,Tecnología,2024-08-04
397,Ministerio del Interior,Capacitación a personal administrativo,1000.0,Educación,2025-01-02
398,Ministerio de Salud,Instalación de cámaras de videovigilancia,90616.17,Tecnología,2024-11-14
399,Ministerio de Agricultura,Consultoría para diseño de puente,46563.8,Ambiental,2025-07-29
400,Ministerio de Salud,Compra de equipos médicos de diagnóstico,87134.49,Educación,2025-06-04
401,Ministerio de Educación,Contratación de servicios de limpieza,2167.17,Tecnología,2025-06-04
402,SUNAT,Instalación de cámaras de videovigilancia,32018.75,Ambiental,2025-01-27
403,Ministerio de Salud,Compra de equipos médicos de diagnóstico,50157.31,Servicios,2024-11-22
404,Ministerio de Agricultura,Catering para evento institucional,51409.42,Servicios,2025-01-15
405,SUNAT,Mejoramiento de sistemas de riego agrícola,36498.04,Seguridad,2025-05-01
406,SUNAT,Mantenimiento de carreteras nacionales,68685.5,Salud,2025-05-14
407,Gobierno Local,Desarrollo de software educativo,17971.39,Infraestructura,2025-06-04
408,Gobierno Regional,Recolección de residuos sólidos,45728.62,Educación,2025-03-07
409,Ministerio de Salud,Compra de luminarias LED para parques,53608.87,Ambiental,2025-04-18
410,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,65433.17,Tecnología,2025-05-10
411,Ministerio de Transporte,Consultoría para diseño de puente,71348.45,Salud,2025-02-09
412,Gobierno Regional,Consultoría para diseño de puente,16260.74,Seguridad,2024-10-03
413,Municipalidad,Compra de luminarias LED para parques,3976.57,Seguridad,2024-10-16
414,Municipalidad,Adquisición de uniformes policiales,88330.3,Tecnología,2024-11-27
415,SUNAT,Consultoría para diseño de puente,59969.42,Infraestructura,2024-10-27
416,SUNAT,Compra de luminarias LED para parques,27545.4,Infraestructura,2024-08-26
417,Ministerio del Interior,Compra de equipos médicos de diagnóstico,96534.56,Educación,2025-03-16
418,Ministerio de Agricultura,Adquisición de equipos de cómputo,53470.24,Infraestructura,2025-05-16
419,Ministerio de Transporte,Recolección de residuos sólidos,85378.92,Tecnología,2025-03-02
420,Ministerio del Interior,Impresión de materiales escolares,52025.55,Tecnología,2024-08-27
421,Ministerio de Agricultura,Recolección de residuos sólidos,111822.44,Tecnología,2025-05-21
422,Ministerio de Salud,Recolección de residuos sólidos,102660.23,Seguridad,2024-12-03
423,Municipalidad,Capacitación a personal administrativo,42531.08,Educación,2024-08-26
424,Gobierno Local,Instalación de cámaras de videovigilancia,79147.13,Ambiental,2024-08-23
425,Gobierno Regional,Consultoría para diseño de puente,69361.28,Educación,2025-03-18
426,SUNAT,Impresión de materiales escolares,91058.95,Servicios,2025-02-05
427,Ministerio de Agricultura,Desarrollo de software educativo,21052.3,Educación,2025-02-15
428,Ministerio del Interior,Consultoría para diseño de puente,70581.54,Servicios,2025-07-27
429,EsSalud,Adquisición de equipos de cómputo,81752.73,Infraestructura,2025-07-01
430,Gobierno Local,Adquisición de uniformes policiales,1000.0,Infraestructura,2025-02-26
431,Ministerio del Interior,Adquisición de medicamentos para hospitales,14502.24,Servicios,2024-10-04
432,SUNAT,Adquisición de equipos de cómputo,1000.0,Tecnología,2024-08-26
433,Ministerio del Interior,Adquisición de uniformes policiales,41917.79,Seguridad,2025-02-17
434,Gobierno Regional,Consultoría para diseño de puente,71526.27,Salud,2024-09-04
435,Gobierno Regional,Compra de luminarias LED para parques,95070.71,Educación,2025-06-30
436,Ministerio de Educación,Capacitación a personal administrativo,52222.84,Salud,2024-10-15
437,SUNAT,Mantenimiento de carreteras nacionales,98858.47,Educación,2024-08-30
438,SUNAT,Adquisición de medicamentos para hospitales,8596.96,Seguridad,2025-03-23
439,Gobierno Regional,Adquisición de uniformes policiales,1000.0,Tecnología,2024-08-30
440,Gobierno Regional,Mantenimiento de carreteras nacionales,48333.57,Ambiental,2025-04-23
441,Municipalidad,Impresión de materiales escolares,61521.96,Educación,2025-07-04
442,Ministerio del Interior,Instalación de cámaras de videovigilancia,49019.16,Salud,2024-11-03
443,Ministerio de Educación,Capacitación a personal administrativo,1000.0,Seguridad,2025-01-07
444,Ministerio de Agricultura,Adquisición de uniformes policiales,47326.4,Servicios,2024-09-19
445,SUNAT,Capacitación a personal administrativo,10865.91,Educación,2025-08-04
446,Ministerio de Salud,Contratación de servicios de limpieza,70090.18,Salud,2025-07-15
447,EsSalud,Instalación de cámaras de videovigilancia,60997.95,Seguridad,2025-03-13
448,Municipalidad,Compra de equipos médicos de diagnóstico,21803.61,Seguridad,2024-11-07
449,Ministerio de Transporte,Adquisición de uniformes policiales,34583.99,Salud,2025-03-16
450,Ministerio de Transporte,Consultoría para diseño de puente,18223.59,Infraestructura,2025-03-22
451,Municipalidad,Mejoramiento de sistemas de riego agrícola,48119.63,Salud,2024-08-19
452,Ministerio de Salud,Impresión de materiales escolares,78654.27,Tecnología,2025-04-01
453,Ministerio de Salud,Recolección de residuos sólidos,20428.22,Servicios,2024-09-04
454,Ministerio de Educación,Adquisición de uniformes policiales,65121.4,Infraestructura,2025-01-13
455,EsSalud,Compra de luminarias LED para parques,34092.27,Ambiental,2025-04-16
456,Gobierno Local,Instalación de cámaras de videovigilancia,26213.82,Tecnología,2025-03-18
457,Gobierno Regional,Catering para evento institucional,46789.09,Infraestructura,2025-03-11
458,Ministerio de Transporte,Contratación de servicios de limpieza,18942.73,Tecnología,2025-02-23
459,Ministerio del Interior,Contratación de servicios de limpieza,33390.52,Seguridad,2024-12-04
460,EsSalud,Consultoría para diseño de puente,14063.66,Educación,2025-08-02
461,Gobierno Regional,Compra de equipos médicos de diagnóstico,108941.75,Ambiental,2024-11-13
462,Municipalidad,Consultoría para diseño de puente,51057.91,Servicios,2024-10-22
463,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,29008.23,Tecnología,2025-04-21
464,SUNAT,Mejoramiento de sistemas de riego agrícola,56419.4,Servicios,2025-05-09
465,Ministerio de Agricultura,Catering para evento institucional,46630.16,Salud,2024-12-04
466,SUNAT,Impresión de materiales escolares,43370.91,Educación,2024-11-04
467,Municipalidad,Instalación de cámaras de videovigilancia,68425.0,Ambiental,2024-11-15
468,Municipalidad,Consultoría para diseño de puente,72725.23,Tecnología,2025-01-04
469,Municipalidad,Compra de equipos médicos de diagnóstico,34084.97,Ambiental,2024-09-23
470,SUNAT,Mantenimiento de carreteras nacionales,32725.45,Infraestructura,2025-04-21
471,Ministerio del Interior,Contratación de servicios de limpieza,41748.45,Servicios,2025-04-11
472,Gobierno Local,Recolección de residuos sólidos,1000.0,Seguridad,2024-11-28
473,Municipalidad,Adquisición de medicamentos para hospitales,4544.27,Tecnología,2025-01-28
474,Ministerio del Interior,Recolección de residuos sólidos,91006.23,Salud,2024-12-04
475,Gobierno Local,Capacitación a personal administrativo,99349.03,Seguridad,2025-07-30
476,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,42528.92,Educación,2025-05-22
477,SUNAT,Capacitación a personal administrativo,67296.71,Servicios,2025-08-02
478,EsSalud,Contratación de servicios de limpieza,59337.5,Tecnología,2024-09-01
479,Ministerio de Educación,Compra de equipos médicos de diagnóstico,142366.42,Seguridad,2024-08-07
480,EsSalud,Contratación de servicios de limpieza,83587.25,Servicios,2025-01-28
481,Gobierno Regional,Instalación de cámaras de videovigilancia,46162.47,Salud,2025-04-02
482,Ministerio de Salud,Recolección de residuos sólidos,21333.79,Tecnología,2025-03-10
483,SUNAT,Adquisición de medicamentos para hospitales,1806.61,Educación,2024-09-11
484,Ministerio de Educación,Adquisición de equipos de cómputo,56103.91,Infraestructura,2024-09-01
485,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,27309.48,Servicios,2025-02-28
486,Ministerio de Educación,Adquisición de equipos de cómputo,7332.39,Ambiental,2024-10-25
487,Gobierno Regional,Compra de equipos médicos de diagnóstico,30602.81,Infraestructura,2025-02-16
488,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,17553.56,Servicios,2024-11-14
489,Ministerio de Agricultura,Compra de luminarias LED para parques,100614.25,Servicios,2024-09-24
490,Gobierno Regional,Recolección de residuos sólidos,76449.19,Tecnología,2025-08-01
491,SUNAT,Desarrollo de software educativo,49760.82,Servicios,2024-12-17
492,Ministerio de Educación,Desarrollo de software educativo,94398.32,Salud,2025-07-12
493,SUNAT,Mantenimiento de carreteras nacionales,52321.05,Infraestructura,2024-08-30
494,EsSalud,Capacitación a personal administrativo,24161.47,Seguridad,2025-07-11
495,Ministerio del Interior,Capacitación a personal administrativo,95693.72,Tecnología,2024-11-06
496,Ministerio de Agricultura,Impresión de materiales escolares,66167.3,Salud,2024-12-25
497,Ministerio del Interior,Adquisición de medicamentos para hospitales,18882.62,Servicios,2024-11-22
